Time (s),Temp (Ohm) (X????1),Temp (Ohm) (X58257),Temp (Ohm) (X????2),Pressure (Torr),col11
135344.0,59.261,86.467,61.581,1.19642,62.659
135354.0,59.261,86.454,61.573,1.19706,62.65
135364.0,59.252,86.429,61.573,1.19798,62.65
135374.0,59.233,86.429,61.559,1.19798,62.64
135384.0,59.243,86.406,61.549,1.19541,62.64
135394.0,59.233,86.335,61.549,1.19367,62.631
135404.0,59.233,86.388,61.534,1.19412,62.623
135414.0,59.223,86.359,61.534,1.19156,62.623
135424.0,59.216,86.359,61.531,1.19056,62.605
135434.0,59.216,86.34,61.519,1.18837,62.605
135444.0,59.203,86.32,61.519,1.18818,62.599
135454.0,59.203,86.32,61.511,1.18801,62.588
135464.0,59.194,86.304,61.489,1.18764,62.588
135474.0,59.186,86.304,61.498,1.18728,62.581
135484.0,59.186,86.28,61.487,1.18855,62.526
135494.0,59.173,86.263,61.487,1.18518,62.568
135504.0,59.173,86.263,61.475,1.18673,62.559
135514.0,59.164,86.243,61.468,1.18336,62.559
135524.0,59.156,86.243,61.468,1.18346,62.542
135534.0,59.156,86.22,61.456,1.18345,62.535
135544.0,59.144,86.199,61.456,1.18245,62.535
135554.0,59.114,86.199,61.446,1.18481,62.527
135564.0,59.135,86.179,61.435,1.18119,62.527
135574.0,59.129,86.018,61.435,1.17694,62.511
135584.0,59.129,86.16,61.425,1.18245,62.5
135594.0,59.117,86.139,61.425,1.18028,62.5
135604.0,59.106,86.139,61.414,1.17829,62.494
135614.0,59.106,86.119,61.405,1.17902,62.494
135624.0,59.097,86.091,61.405,1.18046,62.483
135634.0,59.097,86.091,61.393,1.17802,62.47
135644.0,59.086,86.075,61.381,1.17911,62.47
135654.0,59.075,86.075,61.391,1.1763,62.461
135664.0,59.075,86.06,61.374,1.17648,62.399
135674.0,59.07,86.034,61.374,1.17567,62.451
135684.0,59.07,86.034,61.365,1.17522,62.438
135694.0,59.056,86.017,61.352,1.17486,62.438
135704.0,59.048,86.017,61.352,1.1773,62.43
135714.0,59.048,85.992,61.345,1.17468,62.416
135724.0,59.037,85.974,61.345,1.17396,62.416
135734.0,59.009,85.974,61.339,1.1736,62.408
135744.0,59.032,85.95,61.326,1.17162,62.408
135754.0,59.018,85.782,61.326,1.17315,62.398
135764.0,59.018,85.929,61.315,1.17054,62.386
135774.0,59.009,85.911,61.315,1.17054,62.386
135784.0,58.995,85.911,61.306,1.17188,62.376
135794.0,58.995,85.894,61.295,1.16937,62.376
135804.0,58.989,85.873,61.295,1.16623,62.366
135814.0,58.989,85.873,61.286,1.16793,62.356
135824.0,58.979,85.849,61.268,1.1718,62.356
135834.0,58.972,85.849,61.275,1.16991,62.342
135844.0,58.972,85.83,61.271,1.16749,62.275
135854.0,58.958,85.808,61.271,1.16758,62.331
135864.0,58.958,85.808,61.253,1.16919,62.324
135874.0,58.95,85.791,61.247,1.17027,62.324
135884.0,58.94,85.791,61.247,1.16561,62.309
135894.0,58.94,85.77,61.235,1.1665,62.301
135904.0,58.929,85.749,61.235,1.16722,62.301
135914.0,58.903,85.749,61.223,1.17045,62.294
135924.0,58.927,85.728,61.215,1.16659,62.294
135934.0,58.916,85.576,61.215,1.16301,62.283
135944.0,58.916,85.709,61.206,1.16239,62.269
135954.0,58.902,85.688,61.206,1.164,62.269
135964.0,58.896,85.688,61.193,1.16462,62.265
135974.0,58.896,85.666,61.183,1.16892,62.265
135984.0,58.885,85.647,61.183,1.16632,62.252
135994.0,58.885,85.647,61.175,1.16614,62.239
136004.0,58.874,85.63,61.158,1.16587,62.239
136014.0,58.864,85.63,61.165,1.16489,62.232
136024.0,58.864,85.61,61.157,1.16587,62.169
136034.0,58.859,85.589,61.157,1.16158,62.22
136044.0,58.859,85.589,61.148,1.164,62.206
136054.0,58.844,85.568,61.136,1.16749,62.206
136064.0,58.835,85.568,61.136,1.1648,62.198
136074.0,58.835,85.545,61.122,1.16364,62.188
136084.0,58.827,85.524,61.122,1.16266,62.188
136094.0,58.798,85.524,61.119,1.16399,62.177
136104.0,58.818,85.508,61.105,1.1598,62.177
136114.0,58.809,85.423,61.105,1.1598,62.167
136124.0,58.809,85.492,61.094,1.16114,62.158
136134.0,58.802,85.467,61.094,1.16426,62.158
136144.0,58.791,85.467,61.083,1.16471,62.147
136154.0,58.791,85.452,61.073,1.16418,62.147
136164.0,58.779,85.429,61.073,1.16061,62.136
136174.0,58.779,85.429,61.067,1.16239,62.125
136184.0,58.773,85.407,61.052,1.16052,62.125
136194.0,58.761,85.407,61.059,1.15962,62.121
136204.0,58.761,85.39,61.046,1.16185,62.064
136214.0,58.75,85.373,61.046,1.16185,62.104
136224.0,58.75,85.373,61.039,1.16034,62.098
136234.0,58.743,85.348,61.027,1.15758,62.098
136244.0,58.734,85.348,61.027,1.16052,62.083
136254.0,58.734,85.329,61.018,1.15891,62.076
136264.0,58.723,85.306,61.018,1.15847,62.076
136274.0,58.701,85.306,61.009,1.15962,62.065
136284.0,58.714,85.29,60.995,1.1606,62.065
136294.0,58.705,85.173,60.995,1.15785,62.059
136304.0,58.705,85.272,60.989,1.15705,62.045
136314.0,58.701,85.25,60.989,1.16132,62.045
136324.0,58.687,85.25,60.978,1.15838,62.036
136334.0,58.687,85.232,60.965,1.16096,62.036
136344.0,58.676,85.212,60.965,1.15802,62.026
136354.0,58.676,85.212,60.96,1.1598,62.008
136364.0,58.669,85.191,60.941,1.15696,62.008
136374.0,58.658,85.191,60.946,1.15651,62.002
136384.0,58.658,85.172,60.938,1.16025,61.946
136394.0,58.65,85.154,60.938,1.15944,61.996
136404.0,58.65,85.154,60.931,1.16221,61.987
136414.0,58.64,85.134,60.918,1.16034,61.987
136424.0,58.63,85.134,60.918,1.15474,61.973
136434.0,58.63,85.114,60.912,1.16034,61.962
136444.0,58.623,85.094,60.912,1.15731,61.962
136454.0,58.592,85.094,60.903,1.15722,61.954
136464.0,58.614,85.073,60.891,1.15323,61.954
136474.0,58.604,84.984,60.891,1.15874,61.941
136484.0,58.604,85.055,60.879,1.15616,61.933
136494.0,58.596,85.036,60.879,1.15856,61.933
136504.0,58.587,85.036,60.87,1.15749,61.923
136514.0,58.587,85.011,60.861,1.155,61.923
136524.0,58.575,84.995,60.861,1.15945,61.912
136534.0,58.575,84.995,60.851,1.155,61.902
136544.0,58.565,84.974,60.837,1.15598,61.902
136554.0,58.557,84.974,60.845,1.15731,61.891
136564.0,58.557,84.962,60.831,1.15927,61.832
136574.0,58.547,84.938,60.831,1.15918,61.886
136584.0,58.547,84.938,60.823,1.15998,61.872
136594.0,58.54,84.921,60.812,1.15643,61.872
136604.0,58.531,84.921,60.812,1.15713,61.862
136614.0,58.531,84.905,60.803,1.15589,61.852
136624.0,58.52,84.877,60.803,1.15563,61.852
136634.0,58.487,84.877,60.796,1.15527,61.841
136644.0,58.515,84.862,60.786,1.15714,61.841
136654.0,58.499,84.862,60.786,1.15713,61.836
136664.0,58.499,84.848,60.776,1.15456,61.826
136674.0,58.489,84.824,60.776,1.15438,61.826
136684.0,58.485,84.824,60.767,1.15882,61.81
136694.0,58.485,84.805,60.758,1.1558,61.81
136704.0,58.474,84.778,60.758,1.15669,61.803
136714.0,58.474,84.788,60.747,1.15571,61.796
136724.0,58.466,84.766,60.719,1.15483,61.796
136734.0,58.458,84.766,60.737,1.15909,61.783
136744.0,58.458,84.746,60.727,1.15803,61.726
136754.0,58.447,84.724,60.727,1.15794,61.777
136764.0,58.447,84.724,60.718,1.15855,61.766
136774.0,58.438,84.71,60.708,1.1558,61.766
136784.0,58.428,84.71,60.708,1.15607,61.753
136794.0,58.428,84.689,60.698,1.15713,61.74
136804.0,58.422,84.669,60.698,1.15936,61.744
136814.0,58.374,84.669,60.69,1.159,61.736
136824.0,58.414,84.654,60.679,1.15589,61.736
136834.0,58.407,84.654,60.679,1.15758,61.725
136844.0,58.407,84.637,60.672,1.1598,61.716
136854.0,58.395,84.614,60.672,1.159,61.716
136864.0,58.383,84.614,60.663,1.15643,61.705
136874.0,58.383,84.595,60.653,1.15491,61.705
136884.0,58.375,84.566,60.653,1.1558,61.694
136894.0,58.375,84.576,60.643,1.1582,61.687
136904.0,58.369,84.557,60.596,1.16016,61.687
136914.0,58.36,84.557,60.634,1.155,61.677
136924.0,58.36,84.54,60.626,1.15607,61.677
136934.0,58.349,84.517,60.626,1.16034,61.663
136944.0,58.349,84.517,60.615,1.15909,61.656
136954.0,58.338,84.502,60.607,1.15545,61.656
136964.0,58.332,84.502,60.607,1.15936,61.647
136974.0,58.332,84.485,60.599,1.16042,61.635
136984.0,58.324,84.46,60.599,1.15492,61.638
136994.0,58.259,84.46,60.587,1.15678,61.627
137004.0,58.318,84.447,60.58,1.15963,61.627
137014.0,58.308,84.447,60.58,1.1582,61.617
137024.0,58.308,84.428,60.57,1.15749,61.608
137034.0,58.295,84.408,60.57,1.15643,61.608
137044.0,58.285,84.408,60.562,1.15891,61.596
137054.0,58.285,84.389,60.549,1.15669,61.596
137064.0,58.277,84.349,60.549,1.15704,61.589
137074.0,58.277,84.372,60.543,1.15945,61.578
137084.0,58.268,84.353,60.505,1.15527,61.578
137094.0,58.255,84.353,60.534,1.15802,61.57
137104.0,58.255,84.336,60.519,1.15749,61.57
137114.0,58.251,84.316,60.519,1.15811,61.56
137124.0,58.251,84.316,60.511,1.15838,61.549
137134.0,58.242,84.301,60.507,1.15562,61.549
137144.0,58.233,84.301,60.507,1.15953,61.538
137154.0,58.233,84.279,60.494,1.1582,61.527
137164.0,58.221,84.261,60.494,1.15385,61.53
137174.0,58.16,84.261,60.487,1.15686,61.522
137184.0,58.219,84.239,60.475,1.15847,61.522
137194.0,58.207,84.239,60.475,1.15776,61.511
137204.0,58.207,84.221,60.47,1.16016,61.504
137214.0,58.197,84.208,60.47,1.15962,61.504
137224.0,58.188,84.208,60.459,1.15394,61.494
137234.0,58.188,84.189,60.448,1.15918,61.494
137244.0,58.18,84.146,60.448,1.15722,61.484
137254.0,58.18,84.173,60.438,1.15749,61.473
137264.0,58.172,84.149,60.348,1.15465,61.473
137274.0,58.163,84.149,60.434,1.15536,61.457
137284.0,58.163,84.133,60.419,1.15998,61.457
137294.0,58.156,84.113,60.419,1.15696,61.456
137304.0,58.156,84.113,60.414,1.15598,61.443
137314.0,58.147,84.093,60.408,1.15456,61.443
137324.0,58.136,84.093,60.408,1.15607,61.432
137334.0,58.136,84.075,60.394,1.15705,61.418
137344.0,58.128,84.061,60.394,1.15456,61.429
137354.0,58.128,84.061,60.383,1.15624,61.42
137364.0,58.119,84.039,60.375,1.15856,61.42
137374.0,58.11,84.039,60.375,1.15545,61.404
137384.0,58.11,84.022,60.367,1.15847,61.399
137394.0,58.101,84.005,60.367,1.16087,61.399
137404.0,58.089,84.005,60.356,1.15669,61.388
137414.0,58.091,83.988,60.349,1.15518,61.388
137424.0,58.084,83.942,60.349,1.15562,61.377
137434.0,58.084,83.967,60.341,1.15589,61.369
137444.0,58.076,83.95,60.291,1.15607,61.369
137454.0,58.066,83.95,60.332,1.15589,61.359
137464.0,58.066,83.932,60.323,1.15678,61.359
137474.0,58.056,83.912,60.323,1.15571,61.35
137484.0,58.056,83.912,60.31,1.15749,61.34
137494.0,58.048,83.897,60.303,1.15208,61.34
137504.0,58.041,83.897,60.303,1.15643,61.33
137514.0,58.041,83.882,60.296,1.15749,61.319
137524.0,58.035,83.858,60.296,1.15962,61.325
137534.0,57.937,83.858,60.288,1.15696,61.316
137544.0,58.025,83.844,60.277,1.15873,61.316
137554.0,58.015,83.844,60.277,1.15758,61.304
137564.0,58.015,83.824,60.266,1.15784,61.29
137574.0,58.006,83.808,60.266,1.15936,61.29
137584.0,57.999,83.808,60.26,1.16132,61.283
137594.0,57.999,83.787,60.25,1.15447,61.283
137604.0,57.992,83.743,60.25,1.15509,61.279
137614.0,57.992,83.768,60.241,1.15829,61.264
137624.0,57.981,83.749,60.148,1.15252,61.264
137634.0,57.97,83.749,60.231,1.15731,61.256
137644.0,57.97,83.738,60.221,1.15669,61.256
137654.0,57.965,83.715,60.221,1.15518,61.246
137664.0,57.965,83.715,60.213,1.15998,61.235
137674.0,57.958,83.699,60.206,1.15607,61.235
137684.0,57.948,83.699,60.206,1.15989,61.227
137694.0,57.948,83.681,60.199,1.15669,61.217
137704.0,57.938,83.665,60.199,1.15607,61.221
137714.0,57.844,83.665,60.186,1.15758,61.21
137724.0,57.933,83.646,60.181,1.15696,61.21
137734.0,57.924,83.646,60.181,1.15731,61.202
137744.0,57.924,83.627,60.17,1.15927,61.192
137754.0,57.912,83.613,60.17,1.15669,61.192
137764.0,57.904,83.613,60.162,1.15678,61.187
137774.0,57.904,83.592,60.152,1.15758,61.187
137784.0,57.898,83.556,60.152,1.15794,61.179
137794.0,57.898,83.577,60.145,1.15687,61.167
137804.0,57.892,83.559,60.098,1.15793,61.167
137814.0,57.879,83.559,60.137,1.15465,61.158
137824.0,57.879,83.545,60.126,1.15509,61.158
137834.0,57.875,83.519,60.126,1.16016,61.146
137844.0,57.875,83.519,60.12,1.15766,61.137
137854.0,57.862,83.499,60.108,1.15678,61.137
137864.0,57.855,83.499,60.108,1.15616,61.127
137874.0,57.855,83.493,60.101,1.15536,61.113
137884.0,57.846,83.471,60.101,1.15803,61.122
137894.0,57.846,83.471,60.097,1.1598,61.11
137904.0,57.837,83.454,60.081,1.15829,61.11
137914.0,57.833,83.454,60.081,1.15669,61.102
137924.0,57.833,83.434,60.075,1.15696,61.093
137934.0,57.821,83.417,60.075,1.15483,61.093
137944.0,57.811,83.417,60.066,1.15972,61.084
137954.0,57.813,83.399,60.06,1.15793,61.084
137964.0,57.805,83.351,60.06,1.15989,61.072
137974.0,57.805,83.385,60.049,1.15483,61.064
137984.0,57.796,83.367,59.969,1.15794,61.064
137994.0,57.787,83.367,60.039,1.16078,61.055
138004.0,57.787,83.352,60.03,1.15553,61.055
138014.0,57.78,83.332,60.03,1.15855,61.048
138024.0,57.78,83.332,60.02,1.1582,61.035
138034.0,57.773,83.313,60.012,1.15909,61.035
138044.0,57.763,83.313,60.012,1.15971,61.028
138054.0,57.763,83.299,60.005,1.15297,61.014
138064.0,57.754,83.278,60.005,1.15874,61.02
138074.0,57.754,83.278,59.998,1.15758,61.01
138084.0,57.751,83.265,59.985,1.15775,61.01
138094.0,57.739,83.265,59.985,1.15421,61.005
138104.0,57.739,83.245,59.981,1.15545,60.993
138114.0,57.73,83.227,59.981,1.1598,60.993
138124.0,57.724,83.227,59.97,1.15624,60.981
138134.0,57.726,83.21,59.962,1.15173,60.981
138144.0,57.715,83.143,59.962,1.1582,60.974
138154.0,57.715,83.197,59.954,1.15465,60.967
138164.0,57.709,83.177,59.876,1.15936,60.967
138174.0,57.7,83.177,59.946,1.15776,60.958
138184.0,57.7,83.161,59.937,1.15678,60.958
138194.0,57.694,83.138,59.937,1.15376,60.949
138204.0,57.694,83.138,59.926,1.15527,60.939
138214.0,57.682,83.129,59.919,1.15421,60.939
138224.0,57.674,83.129,59.921,1.15776,60.93
138234.0,57.674,83.108,59.909,1.15687,60.902
138244.0,57.663,83.089,59.909,1.15651,60.924
138254.0,57.663,83.089,59.905,1.15838,60.912
138264.0,57.661,83.072,59.895,1.1566,60.912
138274.0,57.65,83.072,59.895,1.15509,60.905
138284.0,57.65,83.059,59.885,1.15962,60.896
138294.0,57.64,83.038,59.885,1.15811,60.896
138304.0,57.623,83.038,59.878,1.15882,60.885
138314.0,57.635,83.023,59.869,1.16052,60.885
138324.0,57.626,82.911,59.869,1.15713,60.877
138334.0,57.626,83.01,59.858,1.15802,60.868
138344.0,57.618,82.993,59.858,1.15722,60.868
138354.0,57.608,82.993,59.856,1.15901,60.858
138364.0,57.608,82.975,59.841,1.15944,60.858
138374.0,57.6,82.957,59.841,1.16087,60.85
138384.0,57.6,82.957,59.834,1.16007,60.845
138394.0,57.592,82.939,59.816,1.15802,60.845
138404.0,57.587,82.939,59.826,1.16167,60.835
138414.0,57.587,82.926,59.819,1.15615,60.791
138424.0,57.575,82.907,59.819,1.16141,60.827
138434.0,57.575,82.907,59.81,1.15927,60.819
138444.0,57.569,82.891,59.804,1.15855,60.819
138454.0,57.558,82.891,59.804,1.159,60.806
138464.0,57.558,82.873,59.795,1.15589,60.797
138474.0,57.551,82.857,59.795,1.15794,60.797
138484.0,57.527,82.857,59.787,1.15962,60.79
138494.0,57.549,82.837,59.777,1.16176,60.79
138504.0,57.534,82.68,59.777,1.16123,60.784
138514.0,57.534,82.827,59.769,1.16061,60.771
138524.0,57.529,82.806,59.769,1.16346,60.771
138534.0,57.522,82.806,59.759,1.15847,60.767
138544.0,57.522,82.789,59.75,1.16096,60.767
138554.0,57.512,82.772,59.75,1.15971,60.754
138564.0,57.512,82.772,59.74,1.15873,60.746
138574.0,57.505,82.758,59.73,1.15891,60.746
138584.0,57.496,82.758,59.737,1.15962,60.738
138594.0,57.496,82.739,59.726,1.15811,60.678
138604.0,57.49,82.722,59.726,1.15927,60.73
138614.0,57.49,82.722,59.72,1.15971,60.72
138624.0,57.485,82.706,59.71,1.164,60.72
138634.0,57.471,82.706,59.71,1.16337,60.708
138644.0,57.471,82.693,59.701,1.16417,60.704
138654.0,57.465,82.671,59.701,1.16292,60.704
138664.0,57.437,82.671,59.696,1.16177,60.697
138674.0,57.457,82.659,59.685,1.15936,60.697
138684.0,57.448,82.51,59.685,1.16275,60.69
138694.0,57.448,82.644,59.673,1.16498,60.678
138704.0,57.444,82.625,59.673,1.16185,60.678
138714.0,57.435,82.625,59.674,1.16471,60.668
138724.0,57.435,82.611,59.663,1.16408,60.668
138734.0,57.426,82.589,59.663,1.16292,60.661
138744.0,57.426,82.595,59.654,1.15936,60.651
138754.0,57.417,82.575,59.638,1.16123,60.651
138764.0,57.408,82.575,59.647,1.16248,60.641
138774.0,57.408,82.559,59.64,1.16248,60.571
138784.0,57.404,82.546,59.64,1.15829,60.637
138794.0,57.404,82.546,59.628,1.16212,60.625
138804.0,57.393,82.528,59.621,1.16301,60.625
138814.0,57.382,82.528,59.621,1.16034,60.619
138824.0,57.382,82.51,59.609,1.16346,60.606
138834.0,57.382,82.496,59.609,1.16373,60.609
138844.0,57.329,82.496,59.605,1.16158,60.604
138854.0,57.37,82.477,59.594,1.1631,60.604
138864.0,57.359,82.477,59.594,1.15793,60.595
138874.0,57.359,82.462,59.587,1.16659,60.586
138884.0,57.355,82.445,59.587,1.16489,60.586
138894.0,57.348,82.445,59.58,1.16302,60.574
138904.0,57.348,82.432,59.572,1.16471,60.574
138914.0,57.338,82.414,59.572,1.1648,60.57
138924.0,57.338,82.417,59.563,1.16114,60.558
138934.0,57.335,82.4,59.529,1.16283,60.558
138944.0,57.324,82.4,59.557,1.16435,60.549
138954.0,57.324,82.386,59.547,1.16731,60.549
138964.0,57.314,82.369,59.547,1.16515,60.542
138974.0,57.314,82.369,59.541,1.16302,60.535
138984.0,57.31,82.35,59.53,1.1665,60.535
138994.0,57.301,82.35,59.53,1.1631,60.527
139004.0,57.301,82.336,59.525,1.16498,60.514
139014.0,57.295,82.318,59.525,1.16614,60.518
139024.0,57.201,82.318,59.516,1.16096,60.509
139034.0,57.287,82.304,59.505,1.16471,60.509
139044.0,57.277,82.304,59.505,1.16221,60.502
139054.0,57.277,82.289,59.5,1.16471,60.494
139064.0,57.269,82.269,59.5,1.16641,60.494
139074.0,57.26,82.269,59.492,1.16552,60.482
139084.0,57.262,82.254,59.484,1.16444,60.482
139094.0,57.255,82.205,59.484,1.16364,60.476
139104.0,57.255,82.24,59.477,1.16471,60.47
139114.0,57.251,82.22,59.4,1.16426,60.47
139124.0,57.242,82.22,59.47,1.16632,60.459
139134.0,57.242,82.208,59.461,1.1639,60.459
139144.0,57.233,82.19,59.461,1.16319,60.454
139154.0,57.233,82.19,59.454,1.16579,60.44
139164.0,57.226,82.171,59.441,1.16498,60.44
139174.0,57.216,82.171,59.441,1.16337,60.436
139184.0,57.216,82.161,59.438,1.16436,60.422
139194.0,57.209,82.145,59.438,1.16677,60.428
139204.0,57.209,82.145,59.429,1.16695,60.419
139214.0,57.203,82.13,59.419,1.1656,60.419
139224.0,57.197,82.13,59.419,1.16713,60.408
139234.0,57.197,82.111,59.411,1.16686,60.399
139244.0,57.19,82.097,59.411,1.16061,60.399
139254.0,57.176,82.097,59.404,1.16471,60.392
139264.0,57.179,82.084,59.396,1.16275,60.392
139274.0,57.172,82.033,59.396,1.1614,60.383
139284.0,57.172,82.071,59.387,1.1665,60.378
139294.0,57.162,82.054,59.314,1.16561,60.378
139304.0,57.159,82.054,59.383,1.16623,60.369
139314.0,57.159,82.032,59.374,1.1657,60.369
139324.0,57.151,82.017,59.374,1.16319,60.359
139334.0,57.151,82.017,59.364,1.16874,60.354
139344.0,57.142,82.006,59.352,1.17126,60.354
139354.0,57.136,82.006,59.352,1.16659,60.345
139364.0,57.136,81.991,59.35,1.16677,60.313
139374.0,57.128,81.972,59.35,1.16525,60.337
139384.0,57.128,81.972,59.345,1.16937,60.33
139394.0,57.122,81.954,59.333,1.16848,60.33
139404.0,57.111,81.954,59.333,1.16731,60.321
139414.0,57.111,81.942,59.326,1.16811,60.314
139424.0,57.102,81.926,59.326,1.16444,60.314
139434.0,57.091,81.926,59.318,1.16748,60.307
139444.0,57.1,81.911,59.311,1.16856,60.307
139454.0,57.093,81.832,59.311,1.17018,60.296
139464.0,57.093,81.897,59.307,1.16579,60.286
139474.0,57.087,81.879,59.307,1.17045,60.286
139484.0,57.077,81.879,59.293,1.16847,60.28
139494.0,57.077,81.865,59.288,1.1683,60.28
139504.0,57.068,81.848,59.288,1.16731,60.271
139514.0,57.068,81.848,59.279,1.16677,60.26
139524.0,57.065,81.833,59.266,1.1682,60.26
139534.0,57.051,81.833,59.273,1.16623,60.254
139544.0,57.051,81.821,59.263,1.17009,60.232
139554.0,57.045,81.803,59.263,1.16982,60.251
139564.0,57.045,81.803,59.257,1.1648,60.238
139574.0,57.037,81.792,59.251,1.1682,60.238
139584.0,57.034,81.792,59.251,1.17036,60.235
139594.0,57.034,81.772,59.243,1.17054,60.222
139604.0,57.025,81.761,59.243,1.17269,60.222
139614.0,57.003,81.761,59.237,1.1709,60.215
139624.0,57.017,81.743,59.224,1.17117,60.215
139634.0,57.011,81.63,59.224,1.17233,60.209
139644.0,57.011,81.726,59.219,1.17063,60.198
139654.0,57.005,81.711,59.219,1.17188,60.198
139664.0,56.995,81.711,59.214,1.17207,60.192
139674.0,56.995,81.693,59.202,1.17045,60.192
139684.0,56.988,81.683,59.202,1.16991,60.184
139694.0,56.988,81.683,59.197,1.17,60.173
139704.0,56.981,81.67,59.181,1.16991,60.173
139714.0,56.971,81.67,59.188,1.17054,60.168
139724.0,56.971,81.656,59.179,1.16605,60.136
139734.0,56.967,81.637,59.179,1.17261,60.16
139744.0,56.967,81.637,59.176,1.16964,60.152
139754.0,56.961,81.622,59.166,1.16955,60.152
139764.0,56.951,81.622,59.166,1.16973,60.144
139774.0,56.951,81.609,59.157,1.16811,60.136
139784.0,56.944,81.592,59.157,1.16946,60.136
139794.0,56.917,81.592,59.152,1.17215,60.128
139804.0,56.939,81.577,59.143,1.16982,60.128
139814.0,56.929,81.475,59.143,1.16892,60.121
139824.0,56.929,81.566,59.135,1.17162,60.115
139834.0,56.922,81.548,59.135,1.17144,60.115
139844.0,56.915,81.548,59.129,1.17342,60.106
139854.0,56.915,81.533,59.12,1.1735,60.106
139864.0,56.912,81.518,59.12,1.17216,60.101
139874.0,56.912,81.518,59.116,1.17188,60.091
139884.0,56.901,81.501,59.101,1.17459,60.091
139894.0,56.893,81.501,59.108,1.17296,60.081
139904.0,56.893,81.49,59.098,1.16982,60.033
139914.0,56.889,81.474,59.098,1.1727,60.074
139924.0,56.889,81.474,59.093,1.1726,60.063
139934.0,56.883,81.455,59.081,1.17207,60.063
139944.0,56.872,81.455,59.081,1.17153,60.057
139954.0,56.872,81.441,59.076,1.1708,60.051
139964.0,56.865,81.432,59.076,1.17134,60.051
139974.0,56.834,81.432,59.07,1.17171,60.045
139984.0,56.857,81.41,59.063,1.17414,60.045
139994.0,56.853,81.321,59.063,1.17234,60.033
140004.0,56.853,81.401,59.054,1.17017,60.028
140014.0,56.846,81.385,59.054,1.17666,60.028
140024.0,56.839,81.385,59.049,1.17396,60.021
140034.0,56.839,81.368,59.039,1.17423,60.021
140044.0,56.832,81.355,59.039,1.17658,60.012
140054.0,56.832,81.355,59.034,1.17306,60.004
140064.0,56.825,81.341,59.016,1.17225,60.004
140074.0,56.815,81.341,59.023,1.17531,59.995
140084.0,56.815,81.325,59.016,1.17811,59.936
140094.0,56.811,81.313,59.016,1.17387,59.99
140104.0,56.811,81.313,59.008,1.17441,59.979
140114.0,56.803,81.296,59.001,1.17288,59.979
140124.0,56.794,81.296,59.001,1.17486,59.974
140134.0,56.794,81.287,58.993,1.17333,59.966
140144.0,56.789,81.271,58.993,1.18082,59.966
140154.0,56.763,81.271,58.991,1.17405,59.956
140164.0,56.784,81.252,58.98,1.17333,59.956
140174.0,56.773,81.16,58.98,1.17928,59.951
140184.0,56.773,81.242,58.972,1.17314,59.945
140194.0,56.772,81.223,58.972,1.17522,59.945
140204.0,56.763,81.223,58.965,1.17567,59.933
140214.0,56.763,81.21,58.956,1.17613,59.933
140224.0,56.751,81.196,58.956,1.17468,59.927
140234.0,56.751,81.196,58.953,1.17549,59.918
140244.0,56.747,81.182,58.937,1.17468,59.918
140254.0,56.739,81.182,58.943,1.17657,59.917
140264.0,56.739,81.169,58.94,1.1754,59.866
140274.0,56.735,81.152,58.94,1.17766,59.907
140284.0,56.735,81.152,58.933,1.17225,59.897
140294.0,56.727,81.14,58.924,1.17612,59.897
140304.0,56.719,81.14,58.924,1.17865,59.888
140314.0,56.719,81.123,58.918,1.17612,59.886
140324.0,56.711,81.109,58.918,1.17585,59.886
140334.0,56.686,81.109,58.907,1.17684,59.874
140344.0,56.705,81.1,58.9,1.17856,59.874
140354.0,56.7,80.952,58.9,1.17495,59.869
140364.0,56.7,81.085,58.895,1.17766,59.858
140374.0,56.694,81.068,58.895,1.17594,59.858
140384.0,56.682,81.068,58.885,1.17432,59.853
140394.0,56.682,81.054,58.878,1.17774,59.853
140404.0,56.676,81.037,58.878,1.17603,59.845
140414.0,56.676,81.037,58.873,1.17414,59.835
140424.0,56.673,81.025,58.856,1.17458,59.835
140434.0,56.665,81.025,58.864,1.17729,59.832
140444.0,56.665,81.015,58.857,1.17811,59.785
140454.0,56.658,80.998,58.857,1.1763,59.824
140464.0,56.658,80.998,58.853,1.17648,59.815
140474.0,56.651,80.983,58.843,1.18273,59.815
140484.0,56.643,80.983,58.843,1.17929,59.81
140494.0,56.643,80.97,58.837,1.18091,59.8
140504.0,56.638,80.955,58.837,1.17802,59.8
140514.0,56.619,80.955,58.829,1.17865,59.795
140524.0,56.632,80.941,58.823,1.17666,59.795
140534.0,56.623,80.84,58.823,1.17829,59.788
140544.0,56.623,80.929,58.818,1.18028,59.776
140554.0,56.619,80.913,58.818,1.17929,59.776
140564.0,56.611,80.913,58.809,1.17775,59.774
140574.0,56.611,80.898,58.802,1.17893,59.774
140584.0,56.604,80.882,58.802,1.18001,59.764
140594.0,56.604,80.882,58.794,1.17901,59.755
140604.0,56.595,80.869,58.781,1.17992,59.755
140614.0,56.587,80.869,58.788,1.17657,59.751
140624.0,56.587,80.855,58.78,1.17802,59.694
140634.0,56.581,80.842,58.78,1.18219,59.744
140644.0,56.581,80.842,58.773,1.1811,59.737
140654.0,56.575,80.832,58.765,1.17865,59.737
140664.0,56.569,80.832,58.765,1.17811,59.723
140674.0,56.569,80.818,58.757,1.17838,59.718
140684.0,56.563,80.804,58.757,1.17919,59.718
140694.0,56.535,80.804,58.753,1.17702,59.712
